Companies,Categories,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Region,Segment,State,Discount,Profit,Sales,Shipping Cost,Target Sales
Girl skateboard,The Carve Skateboard,San Francisco,United States,Kean Takahito,USCA,KT-164654,05/12/2014,2014,CA-2013-112060,Medium,OFF-PA-10000994,West,Consumer,California,0,50.328,104.9,7.7,54.522
Element Skateboard,Classic Longboard Skateboard,San Francisco,United States,Stefania Perrino,USCA,SP-206204,09/12/2014,2014,CA-2013-131289,Medium,OFF-AR-10003056,West,Corporate,California,0,2.4824,8.6,0.73,11.0424
zero skateboard,Downhill Longboard Skateboard,San Francisco,United States,Stefania Perrino,USCA,SP-206204,09/12/2014,2014,CA-2013-131289,Medium,OFF-PA-10003363,West,Corporate,California,0,21.7728,45.4,1.97,23.5872
real skateboard,Electric Skateboard,San Francisco,United States,Christopher Martinez,USCA,CM-123854,04/01/2015,2015,CA-2014-111738,Medium,OFF-AR-10000817,West,Consumer,California,0,3.1008,9.1,0.59,12.2208
Plan B skateboard,Electric Skateboard,San Francisco,United States,Linda Southworth,USCA,LS-169454,13/01/2015,2015,CA-2014-108000,Medium,OFF-EN-10002621,West,Corporate,California,0,4.89,9.8,0.42,4.89
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Tamara Manning,USCA,TM-210104,21/01/2015,2015,CA-2014-144589,Medium,OFF-AR-10003631,West,Consumer,California,0,7.986,24.2,1.07,16.214
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Caroline Jumper,USCA,CJ-120104,27/01/2015,2015,CA-2014-150469,Medium,OFF-FA-10000611,West,Consumer,California,0,5.6832,11.8,1,6.1568
Toy machine skateboard,Downhill Longboard Skateboard,San Francisco,United States,Skye Norling,USCA,SN-205604,07/02/2015,2015,CA-2014-154102,Medium,OFF-PA-10001593,West,Home Office,California,0,13.455,29.9,1.36,43.355
Alien workshop,Electric Skateboard,San Francisco,United States,Frank Carlisle,USCA,FC-142454,07/03/2015,2015,CA-2014-167640,Medium,OFF-AR-10003158,West,Home Office,California,0,8.1192,23.9,1.72,31.9992
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Frank Carlisle,USCA,FC-142454,07/03/2015,2015,CA-2014-167640,Medium,OFF-LA-10004559,West,Home Office,California,0,5.6448,11.5,0.53,5.8752
Girl skateboard,The Carve Skateboard,San Francisco,United States,Frank Carlisle,USCA,FC-142454,07/03/2015,2015,CA-2014-167640,Medium,OFF-PA-10001033,West,Home Office,California,0,140.5957,286.9,24.34,427.5257
Element Skateboard,The Carve Skateboard,San Francisco,United States,Alan Dominguez,USCA,AD-101804,01/05/2015,2015,US-2014-136784,Medium,OFF-PA-10000675,West,Home Office,California,0,80.3404,164,7.09,83.6196
zero skateboard,Classic Longboard Skateboard,San Francisco,United States,Mike Kennedy,USCA,MK-181604,04/05/2015,2015,CA-2014-163209,Medium,OFF-AR-10003651,West,Consumer,California,0,6.6584,23,0.3,16.3016
real skateboard,Downhill Longboard Skateboard,San Francisco,United States,Mike Kennedy,USCA,MK-181604,04/05/2015,2015,CA-2014-163209,Medium,OFF-PA-10001166,West,Consumer,California,0,12.4416,25.9,1.57,38.3616
Plan B skateboard,Electric Skateboard,San Francisco,United States,Lindsay Williams,USCA,LW-169904,05/05/2015,2015,CA-2014-162978,Medium,OFF-PA-10002250,West,Corporate,California,0,8.4528,17.6,1.38,9.1572
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Charles Sheldon,USCA,CS-121754,13/05/2015,2015,CA-2014-117632,Medium,OFF-AP-10004868,West,Corporate,California,0,2.0979,7.8,0.36,9.8679
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Charles Sheldon,USCA,CS-121754,13/05/2015,2015,CA-2014-117632,Medium,OFF-SU-10000157,West,Corporate,California,0,4.7724,238.6,6.9,243.3924
Toy machine skateboard,Downhill Longboard Skateboard,San Francisco,United States,Ross Baird,USCA,RB-197954,14/05/2015,2015,CA-2014-100748,Medium,OFF-LA-10000240,West,Home Office,California,0,27.4856,58.5,5.81,85.9656
Alien workshop,Electric Skateboard,San Francisco,United States,George Ashbrook,USCA,GA-145154,20/06/2015,2015,CA-2014-138870,Medium,OFF-PA-10004438,West,Consumer,California,0,11.5432,24.6,1.36,36.1032
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Maxwell Schwartz,USCA,MS-177704,01/09/2015,2015,CA-2014-132619,Medium,OFF-ST-10001511,West,Consumer,California,0,9.6975,194,12.65,184.2525
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Sally Hughsby,USCA,SH-199754,19/09/2015,2015,CA-2014-106180,Medium,OFF-AR-10000940,West,Corporate,California,0,2.3814,8.8,0.87,11.2014
Girl skateboard,The Carve Skateboard,San Francisco,United States,Sally Hughsby,USCA,SH-199754,19/09/2015,2015,CA-2014-106180,Medium,OFF-EN-10004030,West,Corporate,California,0,5.1042,10.9,1.18,5.7558
Element Skateboard,Classic Longboard Skateboard,San Francisco,United States,Sally Hughsby,USCA,SH-199754,19/09/2015,2015,CA-2014-106180,Medium,OFF-PA-10004327,West,Corporate,California,0,68.976,143.7,15.47,212.676
zero skateboard,Downhill Longboard Skateboard,San Francisco,United States,Bruce Stewart,USCA,BS-117554,24/09/2015,2015,CA-2014-123778,Medium,OFF-AP-10001242,West,Consumer,California,0,48.288,161,9.44,112.672
real skateboard,Electric Skateboard,San Francisco,United States,Jamie Kunitz,USCA,JK-152054,31/10/2015,2015,CA-2014-123491,Medium,OFF-AP-10002684,West,Consumer,California,0,510.636,1702.1,107.69,2212.756
Plan B skateboard,Electric Skateboard,San Francisco,United States,Jamie Kunitz,USCA,JK-152054,31/10/2015,2015,CA-2014-123491,Medium,OFF-AR-10003514,West,Consumer,California,0,6.567,19.9,2.04,13.333
Santa cruz skateboard,The Carve Skateboard,San Francisco,United States,Jamie Kunitz,USCA,JK-152054,31/10/2015,2015,CA-2014-123491,Medium,OFF-LA-10003077,West,Consumer,California,0,20.6142,43.9,5.05,64.4742
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Jamie Kunitz,USCA,JK-152054,31/10/2015,2015,CA-2014-123491,Medium,OFF-PA-10003424,West,Consumer,California,0,3.71,7.4,0.84,3.71
Toy machine skateboard,Downhill Longboard Skateboard,San Francisco,United States,Paul Gonzalez,USCA,PG-188954,04/11/2015,2015,CA-2014-148320,Medium,OFF-PA-10003022,West,Consumer,California,0,17.5812,35.9,3.08,18.2988
Alien workshop,Electric Skateboard,San Francisco,United States,Tracy Zic,USCA,TZ-215804,26/11/2015,2015,CA-2014-101665,Medium,OFF-AR-10002335,West,Consumer,California,0,1.3416,5.2,0.47,6.5016
Baker Skateboard,The Carve Skateboard,San Francisco,United States,Bradley Drucker,USCA,BD-115004,26/11/2015,2015,US-2014-133312,Medium,OFF-ST-10001325,West,Consumer,California,0,2.8296,10.5,0.66,13.3096
Girl skateboard,The Carve Skateboard,San Francisco,United States,Lindsay Williams,USCA,LW-169904,28/11/2015,2015,CA-2014-101245,Medium,OFF-PA-10003129,West,Corporate,California,0,114.9385,244.6,9.13,129.6115
Element Skateboard,The Carve Skateboard,San Francisco,United States,Tracy Collins,USCA,TC-215354,08/12/2015,2015,CA-2014-142328,Medium,OFF-PA-10000380,West,Home Office,California,0,25.02,50,3.05,25.02
zero skateboard,Classic Longboard Skateboard,San Francisco,United States,Keith Herrera,USCA,KH-165104,09/12/2015,2015,CA-2014-117457,Medium,OFF-LA-10003766,West,Consumer,California,0,13.608,28.4,2.07,41.958
real skateboard,Downhill Longboard Skateboard,San Francisco,United States,Keith Herrera,USCA,KH-165104,09/12/2015,2015,CA-2014-117457,Medium,OFF-PA-10003724,West,Consumer,California,0,13.3035,27.2,2.17,13.8465
Plan B skateboard,Electric Skateboard,San Francisco,United States,Keith Herrera,USCA,KH-165104,09/12/2015,2015,CA-2014-117457,Medium,OFF-PA-10002893,West,Consumer,California,0,4.6464,9.7,0.64,14.3264
Santa cruz skateboard,Downhill Longboard Skateboard,San Francisco,United States,Keith Herrera,USCA,KH-165104,09/12/2015,2015,CA-2014-117457,Medium,OFF-PA-10001970,West,Consumer,California,0,27.4302,56,4.74,28.5498
Chocolate skateboard,The Carve Skateboard,San Francisco,United States,Emily Phan,USCA,EP-139154,14/12/2015,2015,CA-2014-122770,Medium,OFF-LA-10004559,West,Consumer,California,0,4.2336,8.6,0.57,4.4064
Chocolate skateboard,Classic Longboard Skateboard,San Francisco,United States,Emily Phan,USCA,EP-139154,14/12/2015,2015,CA-2014-122770,Medium,OFF-PA-10000232,West,Consumer,California,0,6.3504,13,0.85,19.3104
Baker Skateboard,Downhill Longboard Skateboard,San Francisco,United States,Emily Phan,USCA,EP-139154,14/12/2015,2015,CA-2014-122770,Medium,OFF-PA-10003172,West,Consumer,California,0,18.6624,38.9,3.8,20.2176
Girl skateboard,Electric Skateboard,San Francisco,United States,Logan Currie,USCA,LC-171404,18/12/2015,2015,CA-2014-133431,Medium,OFF-PA-10002615,West,Consumer,California,0,6.0858,13.2,1.22,7.1442
Element Skateboard,The Carve Skateboard,Burbank,United States,Sample Company A,USCA,SC-200504,18/03/2012,2012,US-2011-131275,Medium,FUR-FU-10004597,West,Home Office,California,0,14.43,111,3.6,125.43
zero skateboard,The Carve Skateboard,Fresno,United States,Maurice Satty,USCA,MS-177104,24/03/2012,2012,CA-2011-143637,High,FUR-FU-10002813,West,Consumer,California,0,14.5728,40.5,5.73,25.9072
real skateboard,The Carve Skateboard,San Jose,United States,Nicole Fjeld,USCA,NF-185954,19/04/2012,2012,CA-2011-169460,Medium,FUR-FU-10004017,West,Home Office,California,0,26.649,76.1,5.74,49.491
Plan B skateboard,Classic Longboard Skateboard,San Gabriel,United States,Beth Thompson,USCA,BT-113054,25/04/2012,2012,CA-2011-166954,High,FUR-FU-10003708,West,Home Office,California,0,63.6825,303.3,11.36,366.9325
Santa cruz skateboard,Downhill Longboard Skateboard,San Diego,United States,Charles Crestani,USCA,CC-121454,20/07/2012,2012,CA-2011-141726,Medium,FUR-FU-10003577,West,Consumer,California,0,15.4872,43,10.02,27.5328
Chocolate skateboard,Electric Skateboard,San Diego,United States,Lena Radford,USCA,LR-169154,08/08/2012,2012,CA-2011-131450,Medium,FUR-FU-10001979,West,Consumer,California,0,91.7728,327.8,11.98,419.5328
Toy machine skateboard,Electric Skateboard,Oxnard,United States,Liz Willingham,USCA,LW-171254,11/09/2012,2012,CA-2011-112837,Medium,FUR-FU-10004006,West,Consumer,California,0,21.7515,128,7.15,106.1985
Alien workshop,The Carve Skateboard,San Diego,United States,MaryBeth Skach,USCA,MS-175304,04/11/2012,2012,CA-2011-149244,High,FUR-FU-10004671,West,Consumer,California,0,13.4292,35.3,5.83,48.7692
Baker Skateboard,Classic Longboard Skateboard,San Diego,United States,Ruben Dartt,USCA,RD-199004,10/11/2012,2012,CA-2011-158372,Low,FUR-FU-10001867,West,Consumer,California,0,14.896,53.2,6.1,68.096
Girl skateboard,Downhill Longboard Skateboard,San Diego,United States,Ruben Dartt,USCA,RD-199004,10/11/2012,2012,CA-2011-158372,Low,FUR-FU-10000397,West,Consumer,California,0,11.1664,39.9,5.81,28.7136
Element Skateboard,Electric Skateboard,San Diego,United States,Vivek Gonzalez,USCA,VG-217904,24/11/2012,2012,CA-2011-158540,Critical,FUR-FU-10001602,West,Consumer,California,0,27.3096,151.7,38.26,124.4104
zero skateboard,The Carve Skateboard,Brentwood,United States,Laurel Workman,USCA,LW-168254,25/11/2012,2012,CA-2011-164721,High,FUR-FU-10001940,West,Corporate,California,0,10.5072,23.9,0.94,34.3872
real skateboard,The Carve Skateboard,Concord,United States,William Brown,USCA,WB-218504,12/12/2012,2012,CA-2011-141607,Medium,FUR-FU-10003975,West,Consumer,California,0,4.331,43.3,3.88,47.641
Plan B skateboard,The Carve Skateboard,Oakland,United States,Logan Haushalter,USCA,LH-171554,12/12/2012,2012,CA-2011-113320,High,FUR-FU-10004270,West,Consumer,California,0,4.5144,12.5,1.06,8.0256
Santa cruz skateboard,Classic Longboard Skateboard,Oakland,United States,Logan Haushalter,USCA,LH-171554,12/12/2012,2012,CA-2011-113320,High,FUR-FU-10001706,West,Consumer,California,0,4.4352,9.2,0.83,13.6752
Chocolate skateboard,Downhill Longboard Skateboard,San Diego,United States,Jas O'Carroll,USCA,JO-152804,15/12/2012,2012,CA-2011-116673,Medium,FUR-FU-10003829,West,Consumer,California,0,1.9712,6.2,0.32,4.1888
Toy machine skateboard,Electric Skateboard,San Diego,United States,Clytie Kelty,USCA,CK-125954,26/12/2012,2012,CA-2011-106264,Medium,FUR-FU-10001852,West,Consumer,California,0,1.1136,3.5,0.1,2.3664
Alien workshop,The Carve Skateboard,Chico,United States,Nicole Fjeld,USCA,NF-185954,13/03/2013,2013,US-2012-139675,Medium,FUR-FU-10001979,West,Home Office,California,0,91.7728,327.8,50.65,235.9872
Chocolate skateboard,Classic Longboard Skateboard,San Diego,United States,Justin Deggeller,USCA,JD-161504,22/03/2013,2013,US-2012-163279,Medium,FUR-FU-10000747,West,Corporate,California,0,15.6332,92,6.36,107.5932
Baker Skateboard,Downhill Longboard Skateboard,San Diego,United States,Richard Bierner,USCA,RB-194354,29/03/2013,2013,US-2012-103996,High,FUR-FU-10004586,West,Consumer,California,0,9.5616,19.9,2.51,29.4816
Girl skateboard,Electric Skateboard,Chula Vista,United States,Julia Barnett,USCA,JB-160454,03/05/2013,2013,CA-2012-107937,Medium,FUR-FU-10002298,West,Home Office,California,0,106.5408,665.9,43.94,559.3392
Element Skateboard,The Carve Skateboard,Camarillo,United States,Claudia Bergmann,USCA,CB-125354,14/05/2013,2013,CA-2012-100146,Medium,FUR-FU-10001979,West,Corporate,California,0,34.4148,122.9,8.24,88.4952
zero skateboard,The Carve Skateboard,Pomona,United States,Sandra Flanagan,USCA,SF-200654,13/08/2013,2013,CA-2012-148495,Medium,FUR-FU-10001889,West,Consumer,California,0,10.4148,31.6,7.55,41.9748
real skateboard,The Carve Skateboard,Oakland,United States,Richard Eichhorn,USCA,RE-194504,15/08/2013,2013,CA-2012-142454,Medium,FUR-FU-10004018,West,Consumer,California,0,28.1421,104.2,5.73,76.0879
Plan B skateboard,Classic Longboard Skateboard,Anaheim,United States,Ken Dana,USCA,KD-166154,13/09/2013,2013,US-2012-129007,Critical,FUR-FU-10002379,West,Corporate,California,0,24.882,207.4,27.38,182.468
Santa cruz skateboard,Downhill Longboard Skateboard,Anaheim,United States,Ken Dana,USCA,KD-166154,13/09/2013,2013,US-2012-129007,Critical,FUR-FU-10004973,West,Corporate,California,0,55.3896,131.9,36.8,187.2696
Chocolate skateboard,Electric Skateboard,Anaheim,United States,Ken Dana,USCA,KD-166154,13/09/2013,2013,US-2012-129007,Critical,FUR-FU-10004018,West,Corporate,California,0,12.0609,44.7,16.95,32.6091
Toy machine skateboard,Electric Skateboard,Sacramento,United States,Frank Carlisle,USCA,FC-142454,19/09/2013,2013,CA-2012-149517,Medium,FUR-FU-10003464,West,Home Office,California,0,19.4688,60.8,1.29,80.3088
Alien workshop,The Carve Skateboard,Oceanside,United States,Daniel Lacy,USCA,DL-129254,22/09/2013,2013,CA-2012-112571,High,FUR-FU-10004188,West,Consumer,California,0,53.196,204.6,44.06,257.796
Baker Skateboard,Classic Longboard Skateboard,San Diego,United States,Liz Thompson,USCA,LT-171104,02/11/2013,2013,CA-2012-168207,Medium,FUR-FU-10004909,West,Consumer,California,0,33.936,97,4.26,130.896
Girl skateboard,Downhill Longboard Skateboard,San Diego,United States,Brian Stugart,USCA,BS-116654,17/11/2013,2013,CA-2012-126725,High,FUR-FU-10001591,West,Consumer,California,0,15.372,36.6,5.61,21.228
Element Skateboard,Electric Skateboard,San Diego,United States,Brian Stugart,USCA,BS-116654,17/11/2013,2013,CA-2012-126725,High,FUR-FU-10002813,West,Consumer,California,0,29.1456,81,11.42,110.1056
zero skateboard,The Carve Skateboard,Lakewood,United States,Tracy Zic,USCA,TZ-215804,04/12/2013,2013,CA-2012-119508,Medium,FUR-FU-10004270,West,Consumer,California,0,9.0288,25.1,0.8,34.1088
real skateboard,The Carve Skateboard,San Diego,United States,Matt Hagelstein,USCA,MH-176204,05/12/2013,2013,CA-2012-156440,High,FUR-FU-10004090,West,Corporate,California,0,14.6718,44.5,3.92,59.1318
Plan B skateboard,The Carve Skateboard,San Jose,United States,Helen Abelman,USCA,HA-149054,12/12/2013,2013,CA-2012-134075,Medium,FUR-FU-10004597,West,Consumer,California,0,21.645,166.5,5.13,188.145
Santa cruz skateboard,Classic Longboard Skateboard,Costa Mesa,United States,Eric Hoffmann,USCA,EH-139454,14/12/2013,2013,CA-2012-114048,Medium,FUR-FU-10004351,West,Consumer,California,0,12.8568,29.2,2.44,42.0768
Chocolate skateboard,Downhill Longboard Skateboard,Bakersfield,United States,Gene McClure,USCA,GM-145004,07/05/2014,2014,CA-2013-137393,High,FUR-FU-10001617,West,Consumer,California,0,14.144,41.6,6.37,27.456
Chocolate skateboard,Electric Skateboard,Vallejo,United States,Rick Bensley,USCA,RB-194654,21/05/2014,2014,CA-2013-115917,Medium,FUR-FU-10000576,West,Home Office,California,0,272.792,1049.2,55.09,776.408
Baker Skateboard,Downhill Longboard Skateboard,San Jose,United States,Raymond Messe,USCA,RM-193754,08/07/2014,2014,CA-2013-100965,Medium,FUR-FU-10003039,West,Consumer,California,0,73.321,215.7,20.34,288.971
Girl skateboard,The Carve Skateboard,Costa Mesa,United States,Sanjit Chand,USCA,SC-200954,26/07/2014,2014,CA-2013-126158,Medium,FUR-FU-10000073,West,Consumer,California,0,22.869,69.3,5.04,46.431
Element Skateboard,Classic Longboard Skateboard,Costa Mesa,United States,Sanjit Chand,USCA,SC-200954,26/07/2014,2014,CA-2013-126158,Medium,FUR-FU-10004864,West,Consumer,California,0,81.8432,255.8,14.92,337.6032
zero skateboard,Downhill Longboard Skateboard,Roseville,United States,Lena Creighton,USCA,LC-168854,14/10/2014,2014,CA-2013-145583,Medium,FUR-FU-10001706,West,Consumer,California,0,20.6976,43.1,3.78,63.8176
real skateboard,Electric Skateboard,Sacramento,United States,Ben Ferrer,USCA,BF-111704,11/11/2014,2014,CA-2013-162348,Medium,FUR-FU-10003731,West,Home Office,California,0,2.7944,10,0.95,7.1856
Plan B skateboard,The Carve Skateboard,Oxnard,United States,Laurel Beltran,USCA,LB-167954,02/12/2014,2014,US-2013-155768,High,FUR-FU-10000448,West,Home Office,California,0,1.598,32,3.98,33.558
Santa cruz skateboard,The Carve Skateboard,San Jose,United States,Keith Dawkins,USCA,KD-164954,03/12/2014,2014,US-2013-113985,High,FUR-FU-10003026,West,Corporate,California,0,5.6628,14.5,0.45,8.8572
Chocolate skateboard,The Carve Skateboard,Pasadena,United States,Roy Franz”sisch,USCA,RF-198404,13/12/2014,2014,CA-2013-136686,High,FUR-FU-10004864,West,Consumer,California,0,122.7648,383.6,41.95,506.4048
Toy machine skateboard,Classic Longboard Skateboard,San Diego,United States,Jeremy Ellison,USCA,JE-154754,19/12/2014,2014,CA-2013-133795,Medium,FUR-FU-10003731,West,Consumer,California,0,11.1776,39.9,2.95,51.0976
Alien workshop,Downhill Longboard Skateboard,Moreno Valley,United States,Duane Noonan,USCA,DN-136904,23/12/2014,2014,CA-2013-114860,Medium,FUR-FU-10000277,West,Consumer,California,0,202.2528,842.7,32.19,640.4672
Baker Skateboard,Electric Skateboard,Moreno Valley,United States,Duane Noonan,USCA,DN-136904,23/12/2014,2014,CA-2013-114860,Medium,FUR-FU-10001934,West,Consumer,California,0,10.9096,42,2.16,52.8696
Girl skateboard,Electric Skateboard,San Jose,United States,Sean Christensen,USCA,SC-203054,25/12/2014,2014,CA-2013-101651,Medium,FUR-FU-10000771,West,Consumer,California,0,18.4632,44,3.09,25.4968
Element Skateboard,The Carve Skateboard,Costa Mesa,United States,Beth Thompson,USCA,BT-113054,29/01/2015,2015,CA-2014-115994,High,FUR-FU-10003976,West,Home Office,California,0,12.8316,37.7,4.94,24.9084
zero skateboard,Classic Longboard Skateboard,San Diego,United States,Bill Overfelt,USCA,BO-113504,03/02/2015,2015,CA-2014-128076,Medium,FUR-FU-10000293,West,Corporate,California,0,12.6348,210.6,18.46,197.9452
real skateboard,Downhill Longboard Skateboard,San Diego,United States,Helen Wasserman,USCA,HW-149354,21/02/2015,2015,CA-2014-105809,Medium,FUR-FU-10004090,West,Corporate,California,0,7.3359,22.2,3.3,14.8941
Plan B skateboard,Electric Skateboard,Costa Mesa,United States,Dave Brooks,USCA,DB-130604,27/02/2015,2015,CA-2014-121258,Medium,FUR-FU-10000747,West,Consumer,California,0,15.6332,92,6.58,76.3268
Santa cruz skateboard,The Carve Skateboard,Fresno,United States,Sue Ann Reed,USCA,SA-208304,20/03/2015,2015,CA-2014-124436,High,FUR-FU-10001185,West,Consumer,California,0,12.6813,30.9,6.33,43.6113
Chocolate skateboard,The Carve Skateboard,Fairfield,United States,Dave Hallsten,USCA,DH-130754,29/03/2015,2015,US-2014-147886,High,FUR-FU-10001095,West,Corporate,California,0,10.0624,26.5,2.2,16.4176
Toy machine skateboard,The Carve Skateboard,Fairfield,United States,Dave Hallsten,USCA,DH-130754,29/03/2015,2015,US-2014-147886,High,FUR-FU-10003829,West,Corporate,California,0,6.8992,21.6,5.58,28.4592
Alien workshop,Classic Longboard Skateboard,Lakewood,United States,Alan Barnes,USCA,AB-101654,31/03/2015,2015,CA-2014-126634,Medium,FUR-FU-10004973,West,Consumer,California,0,39.564,94.2,4.69,54.636
Chocolate skateboard,Downhill Longboard Skateboard,Pasadena,United States,Jay Fein,USCA,JF-153554,24/04/2015,2015,CA-2014-136651,High,FUR-FU-10002445,West,Consumer,California,0,26.544,66.4,6.75,92.904
Baker Skateboard,Electric Skateboard,Pasadena,United States,Jay Fein,USCA,JF-153554,24/04/2015,2015,CA-2014-136651,High,FUR-FU-10004864,West,Consumer,California,0,7.9662,24.1,6.05,16.1738
Girl skateboard,Classic Longboard Skateboard,Santa Ana,United States,Pauline Johnson,USCA,PJ-190154,15/05/2015,2015,CA-2014-143686,High,FUR-FU-10000794,West,Consumer,California,0,6.2152,18.3,2.18,12.0648
Element Skateboard,The Carve Skateboard,Lakewood,United States,Chuck Clark,USCA,CC-124304,21/05/2015,2015,CA-2014-166695,High,FUR-FU-10002191,West,Home Office,California,0,3.3504,7,1.16,10.3304
zero skateboard,Classic Longboard Skateboard,Citrus Heights,United States,Maria Bertelson,USCA,MB-173054,04/07/2015,2015,CA-2014-169124,Low,FUR-FU-10001215,West,Consumer,California,0,54.3438,129.4,17.94,75.0462
real skateboard,Downhill Longboard Skateboard,Pico Rivera,United States,Sam Zeldin,USCA,SZ-200354,09/07/2015,2015,CA-2014-133249,Critical,FUR-FU-10001588,West,Home Office,California,0,62.737,145.9,44.85,208.637
Plan B skateboard,Electric Skateboard,Westminster,United States,Toby Carlisle,USCA,TC-212954,15/07/2015,2015,CA-2014-121048,High,FUR-FU-10003601,West,Consumer,California,0,49.8042,276.7,39.62,326.4942
Santa cruz skateboard,The Carve Skateboard,Westminster,United States,Toby Carlisle,USCA,TC-212954,15/07/2015,2015,CA-2014-121048,High,FUR-FU-10002960,West,Consumer,California,0,7.9128,18.8,2.41,10.9272
Chocolate skateboard,The Carve Skateboard,Westminster,United States,Jeremy Lonsdale,USCA,JL-155054,08/08/2015,2015,CA-2014-156776,High,FUR-FU-10004848,West,Consumer,California,0,15.525,51.8,7.23,67.275
Toy machine skateboard,The Carve Skateboard,Lake Forest,United States,Justin MacKendrick,USCA,JM-161954,13/08/2015,2015,CA-2014-158169,Medium,FUR-FU-10001473,West,Consumer,California,0,19.7712,54.9,0.36,74.6912
Alien workshop,Classic Longboard Skateboard,Oakland,United States,Patrick Ryan,USCA,PR-188804,22/08/2015,2015,US-2014-109253,Medium,FUR-FU-10000193,West,Consumer,California,0,10.3936,129.9,17.25,119.5264
Baker Skateboard,Downhill Longboard Skateboard,Inglewood,United States,Dan Reichenbach,USCA,DR-128804,28/08/2015,2015,CA-2014-161956,Medium,FUR-FU-10002937,West,Corporate,California,0,99.23,198.5,12.63,99.23
Girl skateboard,Electric Skateboard,Bakersfield,United States,Patrick Gardner,USCA,PG-188204,30/09/2015,2015,CA-2014-140186,Medium,FUR-FU-10004848,West,Consumer,California,0,15.525,51.8,0.67,67.275
Element Skateboard,Electric Skateboard,Chico,United States,Greg Guthrie,USCA,GG-146504,06/10/2015,2015,CA-2014-131807,Medium,FUR-FU-10004666,West,Corporate,California,0,26.973,72.9,4.98,99.873
zero skateboard,The Carve Skateboard,Oakland,United States,Joni Wasserman,USCA,JW-159554,15/10/2015,2015,CA-2014-168837,Critical,FUR-FU-10001918,West,Consumer,California,0,3.6894,9.5,2.86,5.7706
real skateboard,Classic Longboard Skateboard,Thousand Oaks,United States,Dionis Lloyd,USCA,DL-134954,16/10/2015,2015,CA-2014-142643,Medium,FUR-FU-10000087,West,Corporate,California,0,9.3152,22.7,1.48,13.4048
Plan B skateboard,Downhill Longboard Skateboard,Danville,United States,Nancy Lomonaco,USCA,NL-183104,03/11/2015,2015,US-2014-163790,Critical,FUR-FU-10002508,West,Home Office,California,0,10.5084,25,8.45,35.5284
Santa cruz skateboard,Electric Skateboard,Oceanside,United States,Joel Eaton,USCA,JE-157454,10/11/2015,2015,US-2014-141852,Medium,FUR-FU-10000023,West,Consumer,California,0,20.7328,47.1,2.5,26.3872
Chocolate skateboard,The Carve Skateboard,Roseville,United States,Mick Brown,USCA,MB-180854,17/11/2015,2015,CA-2014-122945,Medium,FUR-FU-10001196,West,Consumer,California,0,5.193,17.3,1.88,22.503
Chocolate skateboard,The Carve Skateboard,Stockton,United States,Max Ludwig,USCA,ML-177554,02/12/2015,2015,CA-2014-103968,Medium,FUR-FU-10003394,West,Home Office,California,0,107.0388,629.6,44.56,522.6012
Baker Skateboard,The Carve Skateboard,Inglewood,United States,Luke Foster,USCA,LF-171854,09/12/2015,2015,CA-2014-148264,Critical,FUR-FU-10002703,West,Consumer,California,0,15.468,128.9,17.48,113.432
Girl skateboard,Classic Longboard Skateboard,San Diego,United States,Mike Pelletier,USCA,MP-181754,15/12/2015,2015,CA-2014-169859,High,FUR-FU-10004963,West,Home Office,California,0,11.025,26.3,3.65,15.225
Element Skateboard,Downhill Longboard Skateboard,Oceanside,United States,Andy Yotov,USCA,AY-105554,17/12/2015,2015,CA-2014-137428,High,FUR-FU-10002445,West,Corporate,California,0,7.584,19,3.31,26.544
zero skateboard,Electric Skateboard,Anaheim,United States,Ben Peterman,USCA,BP-111854,30/12/2015,2015,CA-2014-146626,Low,FUR-FU-10002501,West,Corporate,California,0,37.4144,101.1,11.07,138.5344
real skateboard,Downhill Longboard Skateboard,Concord,United States,Nathan Mautz,USCA,NM-184454,08/04/2012,2012,CA-2011-150581,Medium,TEC-AC-10001908,West,Home Office,California,0,139.986,400,21.7,539.946
Plan B skateboard,The Carve Skateboard,Oakland,United States,Naresj Patel,USCA,NP-183254,13/05/2012,2012,CA-2011-114433,Medium,TEC-AC-10002800,West,Consumer,California,0,52.4895,150,8.22,202.4595
Santa cruz skateboard,Classic Longboard Skateboard,Riverside,United States,Jonathan Doherty,USCA,JD-158954,20/07/2012,2012,CA-2011-127866,High,TEC-AC-10000023,West,Corporate,California,0,15.0984,41.9,4.64,57.0384
Chocolate skateboard,Downhill Longboard Skateboard,Pomona,United States,Keith Herrera,USCA,KH-165104,05/10/2012,2012,CA-2011-152233,Medium,TEC-AC-10002800,West,Consumer,California,0,34.993,100,9.57,134.973
